Incident,Date,Offense Type,Premise
49411917,4/9/2017,Sexual Assault (Force Intercourse),Apartment
44496017,4/9/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44997617,4/10/2017,Assault - Elderly/Disabled Bodily Force(H),Residence or House
45152317,4/10/2017,Fam Viol - Harassment - By Other Means (T),Apartment
45168217,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45173417,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44925217,4/10/2017,Criminal Trespassing (All Other Locations),Residence or House
44925317,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Miscellaneous Business (Non-Specific)
44976317,4/10/2017,Agg Assualt-Injury to Child (Fam Member),Residence or House
44982117,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44982817,4/10/2017,Aggravated Assault (Deadly Weapon),Apartment
44986017,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44988117,4/10/2017,Investigation - Assault,Residence or House
44751717,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Miscellaneous Business (Non-Specific)
44753017,4/10/2017,Investigation - Family Violence,Apartment
44758917,4/10/2017,Fam Viol - Agg Assault (Impede Breath) (H),Apartment
44770917,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
44776017,4/10/2017,Investigation - Family Violence,Apartment
44780117,4/10/2017,Fam Viol-Reckless/Deadly Conduct,Residence or House
44780217,4/10/2017,Theft - From Motor Vehicle (License Plate),Residence or House
44781717,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Vacant Single Occ Resd(House,Townhs,Dplex)"
55917417,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44668917,4/10/2017,Theft - All Other Items (Miscellaneous),Residence or House
44669317,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44669917,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44661217,4/10/2017,Aggravated Assault (Deadly Weapon),Apartment
44655917,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
44720417,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44722017,4/10/2017,Aggravated Assault (Deadly Weapon),Residence or House
44672117,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44729017,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
44732417,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Other Parking Lot
44734417,4/10/2017,Investigation - Family Violence,Apartment
44736217,4/10/2017,Assault (A/C) Bodily Force (H),Residence or House
44743917,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
44744017,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
44745817,4/10/2017,Agg Assualt-Injury to Child (Fam Member),Apartment
44856617,4/10/2017,Aggravated Assault (Deadly Weapon),Police Station
44851417,4/10/2017,Criminal Trespassing (All Other Locations),Residence or House
45664117,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Strip Business Center Parking Lot
49050817,4/10/2017,Investigation - Family Violence,Residence or House
47052817,4/10/2017,Terroristic Threat by Other Means (T),Apartment
89393517,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44846717,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44829317,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44827817,4/10/2017,Retaliation - By Threat (T),Apartment
44694017,4/10/2017,Sexual Assault (Force Intercourse),Residence or House
44694917,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
44695717,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
44711417,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44716817,4/10/2017,Aggravated Assault (Deadly Weapon),Service or Gas Station
44715117,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45195417,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
44955917,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44958617,4/10/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
45024117,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45024417,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45025317,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45029617,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45030817,4/10/2017,Investigation - Family Violence,Residence or House
45041017,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45047817,4/10/2017,Aggravated Assault (Deadly Weapon),Residence or House
44794617,4/10/2017,Aggravated Assault (Deadly Weapon),Residence or House
44794717,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44797317,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
44800917,4/10/2017,Investigation - Burglary and Theft (B&T),Residence or House
44806517,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
44807417,4/10/2017,Municipal / City Ordinance (All Others),Apartment
44811217,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Strip Business Center Parking Lot
44815217,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
44820017,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44864217,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Strip Business Center Parking Lot
44872117,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44934217,4/10/2017,Criminal Mischief (Habitation) < $1500,Residence or House
44944717,4/10/2017,Interference with Child Custody,Residence or House
44948717,4/10/2017,Aggravated Assault (Deadly Weapon),Residence or House
44949417,4/10/2017,Investigation - Family Violence,Residence or House
44999017,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44999417,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45005917,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45007217,4/10/2017,Investigation - Family Violence,Residence or House
45012617,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45015717,4/10/2017,Investigation - Family Violence,Apartment Parking Lot
45017417,4/10/2017,Investigation - Mental Health/Illness/NPC,Residence or House
45019217,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Bar or Night Club
45019717,4/10/2017,Aggravated Assault (Deadly Weapon),Residence or House
45235017,4/10/2017,Juvenile Abuse / Referrals,Residence or House
45239317,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
45572217,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45438617,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
44817017,4/10/2017,Fam Viol - Stalking - By Other Means (T),Residence or House
44594817,4/10/2017,Aggravated Assault (Deadly Weapon),"Road, Street, or Sidewalk"
44595517,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
44596017,4/10/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
44618017,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
44623417,4/10/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
44625517,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44636317,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44640117,4/10/2017,Criminal Mischief (Habitation) > $1500,Residence or House
44640917,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44601117,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
44887217,4/10/2017,Capias / Old Warrants / New Traffic,Apartment Parking Lot
44895117,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
44897817,4/10/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
44900617,4/10/2017,Aggravated Assault (Deadly Weapon),Residence or House
44774817,4/10/2017,Aggravated Assault (Deadly Weapon),Residence or House
46189317,4/10/2017,Fam Viol - Harassment - By Other Means (T),Miscellaneous Business (Non-Specific)
45210517,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),"Physician, Doctor, Dentist's Office"
45214817,4/11/2017,Aggravated Assault (Deadly Weapon),Apartment
45262317,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45278217,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Hospital
45284817,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
45286317,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45286917,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
45294217,4/11/2017,Aggravated Assault (Deadly Weapon),Apartment Parking Lot
45296117,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45715917,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45368217,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45432617,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45437617,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45452317,4/11/2017,Assault (A/C) Bodily Force (H),"Gym, Recreat, Club House, Indoor Pool"
45454217,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45458217,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45459017,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
45464617,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45464717,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45466117,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
45466517,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45578217,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
45588817,4/11/2017,Fam Viol - Harassment - By Other Means (T),Apartment
45241617,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45235817,4/11/2017,Investigation - Assault,Apartment
45228517,4/11/2017,Aggravated Robbery (Deadly Weapon),"Other, Unknown, or Not Listed"
45228817,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45241917,4/11/2017,Aggravated Assault (Deadly Weapon),Residence or House
45078017,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45078617,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45092817,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45087717,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45044717,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45045917,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45040717,4/11/2017,Criminal Mischief (Auto) < $1500 Loss,Apartment Parking Lot
45042617,4/11/2017,Investigation - Family Violence,Government or Public Building
45187917,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
45190717,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45200617,4/11/2017,Aggravated Assault (Deadly Weapon),Apartment
45805317,4/11/2017,Criminal Mischief (Habitation) < $1500,Apartment
45343617,4/11/2017,Aggravated Assault (Deadly Weapon),Apartment
45346417,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45348917,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45352517,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45374317,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Hotel, Motel, Inn, Etc."
45391317,4/11/2017,Investigation - Family Violence,Apartment Parking Lot
45394617,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45401917,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
45402117,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45417917,4/11/2017,Investigation - Family Violence,Residence or House
45754917,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45404917,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),"Vacant Single Occ Resd(House,Townhs,Dplex)"
45365717,4/11/2017,Mental Illness,Residence or House
45364417,4/11/2017,Investigation - Family Violence,Residence or House
49712517,4/11/2017,Fam Viol - Harassment - By Other Means (T),Miscellaneous Business (Non-Specific)
45418517,4/11/2017,Investigation - Family Violence,Residence or House
45418617,4/11/2017,Investigation - Family Violence,Apartment
45667317,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
45316517,4/11/2017,Investigation - Family Violence,Apartment
45319817,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45375417,4/11/2017,Juvenile Abuse / Referrals,Apartment
45383717,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45104517,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Hospital Parking Lot
45107017,4/11/2017,Sexual Assault (Force Intercourse),Residence or House
45111617,4/11/2017,Fam Viol - S.B.Injury - Agg Assault (H),Residence or House
45113117,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
45123217,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
60794717,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
69235817,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45052117,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Restaurant or Cafeteria Parking Lot
45053317,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45058617,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment Laundry
45063517,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45063617,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45167017,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Rental Storage Facility
45068817,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45071917,4/11/2017,Aggravated Assault (Deadly Weapon),Commercial Parking Lot or Garage
45128217,4/11/2017,Affray (Fighting In A Public Place),"Road, Street, or Sidewalk"
45129617,4/11/2017,Aggravated Assault (Deadly Weapon),Residence or House
45130417,4/11/2017,Fam Viol - Stalking - By Other Means (T),Service or Gas Station
45134717,4/11/2017,Investigation - Family Violence,Residence or House
45470417,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45470817,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45475517,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45907417,4/11/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45185517,4/11/2017,Investigation - Family Violence,Apartment
45064117,4/11/2017,Aggravated Assault (Deadly Weapon),Residence or House
45064317,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45411317,4/11/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45907617,4/12/2017,Aggravated Assault (Deadly Weapon),Residence or House
45908817,4/12/2017,Aggravated Assault (Deadly Weapon),Driveway
45913617,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45843017,4/12/2017,Harassment - By Other Means (T),Apartment
45847017,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45851017,4/12/2017,Affray (Fighting In A Public Place),Apartment
45853717,4/12/2017,Fam Viol-Terroristic Threat Other Means(T),Miscellaneous Business (Non-Specific)
45860017,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45862217,4/12/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45865317,4/12/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45866717,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45903417,4/12/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45904517,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45814317,4/12/2017,Aggravated Assault (Deadly Weapon),Residence or House
45822817,4/12/2017,Aggravated Assault (Deadly Weapon),Apartment
45828217,4/12/2017,Aggravated Assault (Deadly Weapon),Residence or House
45830417,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),Residence or House
45830817,4/12/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45835317,4/12/2017,Fam Viol - Harassment - By Other Means (T),"Other, Unknown, or Not Listed"
45483417,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45489417,4/12/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
45501217,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45503117,4/12/2017,Investigation - Family Violence,Commercial Parking Lot or Garage
45507317,4/12/2017,Arson Single Occupancy Residential Attempt,"Vacant Single Occ Resd(House,Townhs,Dplex)"
45513817,4/12/2017,Fam Viol-Terroristic Threat Other Means(T),Apartment
45524217,4/12/2017,Capias / Old Warrants / New Traffic,Apartment
45544717,4/12/2017,Sexual Assault (Force Intercourse),Apartment
45551617,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45552617,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
45552717,4/12/2017,Harassment - By Other Means (T),"Road, Street, or Sidewalk"
45624017,4/12/2017,Investigation - Family Violence,"Road, Street, or Sidewalk"
45626017,4/12/2017,Assault (A/C) Bodily Force (H),"Physician, Doctor, Dentist's Office"
5956220,4/12/2017,Juvenile Abuse / Referrals,Residence or House
45669917,4/12/2017,Investigation - Assault,"Road, Street, or Sidewalk"
45677117,4/12/2017,Fam Viol-Terroristic Threat Other Means(T),Residence or House
45678617,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment
45661017,4/12/2017,Sexual Assault (Other Penetration)(Child),Apartment
45665817,4/12/2017,Investigation - Family Violence,Miscellaneous Business (Non-Specific)
45641517,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),Apartment Parking Lot
45640117,4/12/2017,Fam Viol - Assault (A/C) Bodily Force (H),"Road, Street, or Sidewalk"
6433020,4/12/2017,Juvenile Abuse / Referrals,Residence or House
