File Name,REGION,INSTITUTION,MALE,FEMALE,TOTAL,Black #,Black %,White #,White %,Latinx #,Latinx %,American Indian #,American Indian %,Asian #,Asian %,Unknown #,Unknown %,TOTAL,Validation Link
Inmate Characteristics Report FY 2023 Q4.pdf,,ECI-E,1307,.,1307,900,68.9%,333,25.5%,65,5.0%,1,.1%,4,.3%,4,.3%,1307,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,ECI-W,1119,.,1119,826,73.8%,235,21.0%,50,4.5%,2,.2%,5,.4%,1,.1%,1119,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=11&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,JCI,1880,.,1880,1423,75.7%,364,19.4%,79,4.2%,2,.1%,7,.4%,5,.3%,1880,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=12&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,MCIJ,656,.,656,479,73.0%,136,20.7%,34,5.2%,3,.5%,2,.3%,2,.3%,656,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=13&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,MCIW,.,548,548,314,57.3%,211,38.5%,12,2.2%,2,.4%,5,.9%,4,.7%,548,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=14&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,MRDCC,46,.,46,41,89.1%,5,10.9%,0,.0%,0,.0%,0,.0%,0,.0%,46,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=15&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,PATX,TOTAL PATX-M PATX-F TOTAL,7022 588 . 588,548 . 20 20,7570 588 20 608,5524 464 5 469,73.0% 78.9% 25.0% 77.1%,1700 107 14 121,22.5% 18.2% 70.0% 19.9%,278 13 1 14,3.7% 2.2% 5.0% 2.3%,14 2 0 2,.2% .3% .0% .3%,34 2 0 2,.4% .3% .0% .3%,20 0 0 0,.3% .0% .0% .0%,7570 588 20 608,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=16&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,DPDS,BCBIC,86,9,95,79,83.2%,13,13.7%,2,2.1%,0,.0%,0,.0%,1,1.1%,95,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=17&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,MTC,102,.,102,92,90.2%,9,8.8%,0,.0%,0,.0%,1,1.0%,0,.0%,102,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=18&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,YDC,5,1,6,6,100.0%,0,.0%,0,.0%,0,.0%,0,.0%,0,.0%,6,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=19&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,,TOTAL,193,10,203,177,87.2%,22,10.8%,2,1.0%,0,.0%,1,.5%,1,.5%,203,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=20&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,OTHER,CHDU TOTAL,183 183,11 11,194 194,156 156,80.4% 80.4%,34 34,17.5% 17.5%,4 4,2.1% 2.1%,0 0,.0% .0%,0 0,.0% .0%,0 0,.0% .0%,194 194,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=21&page=0
Inmate Characteristics Report FY 2023 Q4.pdf,GRAND,TOTAL,15042,589,15631,11317,72.4%,3411,21.8%,773,4.9%,28,.2%,69,.4%,33,.2%,15631,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=cfdfc1b7780e164f_3abff4f8a2b47ed6&schid=8018&row=22&page=0
Inmate Characteristics Report FY2020 Q2.pdf,WEST,MCIH MCTC,,632 2906,. .,632 2906,327 1924,51.7% 66.2%,280 945,44.3% 32.5%,1 6,.2% .2%,3 14,.5% .5%,21 17,3.3% .6%,632 2906,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=0&page=0
Inmate Characteristics Report FY2020 Q2.pdf,,NBCI,,1228,.,1228,1006,81.9%,212,17.3%,1,.1%,4,.3%,5,.4%,1228,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=1&page=0
Inmate Characteristics Report FY2020 Q2.pdf,,RCI,,1744,.,1744,1298,74.4%,421,24.1%,4,.2%,8,.5%,13,.7%,1744,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=2&page=0
Inmate Characteristics Report FY2020 Q2.pdf,EAST,WCI TOTAL BCCC,,1660 8170 434,. . .,1660 8170 434,1203 5758 381,72.5% 70.5% 87.8%,433 2291 51,26.1% 28.0% 11.8%,4 16 .,.2% .2% .,10 39 1,.6% .5% .2%,10 66 1,.6% .8% .2%,1660 8170 434,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=3&page=0
Inmate Characteristics Report FY2020 Q2.pdf,,CMCF,,454,.,454,331,72.9%,118,26.0%,3,.7%,.,.,2,.4%,454,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=4&page=0
Inmate Characteristics Report FY2020 Q2.pdf,,DRCF,,1033,.,1033,812,78.6%,213,20.6%,1,.1%,2,.2%,5,.5%,1033,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=5&page=0
Inmate Characteristics Report FY2020 Q2.pdf,,ECI-A,,581,.,581,412,70.9%,162,27.9%,4,.7%,2,.3%,1,.2%,581,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=6&page=0
Inmate Characteristics Report FY2020 Q2.pdf,,ECI-E,,1402,.,1402,902,64.3%,467,33.3%,4,.3%,4,.3%,25,1.8%,1402,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=7&page=0
Inmate Characteristics Report FY2020 Q2.pdf,,ECI-W,,1342,.,1342,978,72.9%,344,25.6%,4,.3%,3,.2%,13,1.0%,1342,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=8&page=0
Inmate Characteristics Report FY2020 Q2.pdf,,EPRU JCI,,121 1494,. .,121 1494,96 1193,79.3% 79.9%,24 285,19.8% 19.1%,. 4,. .3%,1 6,.8% .4%,. 6,. .4%,121 1494,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=9&page=0
Inmate Characteristics Report FY2020 Q2.pdf,,MCIJ,,748,.,748,547,73.1%,184,24.6%,4,.5%,.,.,13,1.7%,748,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=10&page=0
Inmate Characteristics Report FY2020 Q2.pdf,,MCIW,,.,660,660,344,52.1%,300,45.5%,4,.6%,2,.3%,10,1.5%,660,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=11&page=0
Inmate Characteristics Report FY2020 Q2.pdf,,MRDCC,,261,.,261,205,78.5%,48,18.4%,1,.4%,2,.8%,5,1.9%,261,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=12&page=0
Inmate Characteristics Report FY2020 Q2.pdf,PATX,SMPRU TOTAL PATX-M PATX-F TOTAL,,135 8005 867 . 867,. 660 . 43 43,135 8665 867 43 910,113 6314 639 19 658,83.7% 72.9% 73.7% 44.2% 72.3%,19 2215 212 24 236,14.1% 25.6% 24.5% 55.8% 25.9%,. 29 3 . 3,. .3% .3% . .3%,2 25 7 . 7,1.5% .3% .8% . .8%,1 82 6 . 6,.7% .9% .7% . .7%,135 8665 867 43 910,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=13&page=0
Inmate Characteristics Report FY2020 Q2.pdf,DPDS,BCBIC MTC YDC TOTAL,,77 84 16 177,14 . . 14,91 84 16 191,66 71 15 152,72.5% 84.5% 93.8% 79.6%,21 12 1 34,23.1% 14.3% 6.3% 17.8%,1 . . 1,1.1% . . .5%,1 . . 1,1.1% . . .5%,2 1 . 3,2.2% 1.2% . 1.6%,91 84 16 191,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=14&page=0
Inmate Characteristics Report FY2020 Q2.pdf,OTHER GRAND,CHDU THRESH TOTAL TOTAL,,122 28 150 17369,2 . 2 719,124 28 152 18088,102 25 127 13009,82.3% 89.3% 83.6% 71.9%,19 3 22 4798,15.3% 10.7% 14.5% 26.5%,. . . 49,. . . .3%,. . . 72,. . . .4%,3 . 3 160,2.4% . 2.0% .9%,124 28 152 18088,,https://journaliststudio.google.com/pinpoint-extract/preview?collection=3abff4f8a2b47ed6&job=81fb493a14f544c3&docid=1956fe042b2c2461_3abff4f8a2b47ed6&schid=8018&row=15&page=0
